hash_name,item_nameid
Sealed%20Graffiti%20%7C%20Speechless%20(Brick%20Red),171085618
Souvenir%20MAC-10%20%7C%20Urban%20DDPAT%20(Battle-Scarred),176081826
Souvenir%20Glock-18%20%7C%20Night%20(Minimal%20Wear),17680874
MP7%20%7C%20Mischief%20(Well-Worn),176042520
Negev%20%7C%20Lionfish%20(Battle-Scarred),175966792
MP7%20%7C%20Powercore%20(Field-Tested),175999890
M4A4%20%7C%20Tooth%20Fairy%20(Factory%20New),176185958
FAMAS%20%7C%20Faulty%20Wiring%20(Factory%20New),176262801
FAMAS%20%7C%20Faulty%20Wiring%20(Factory%20New),176262801
StatTrak%E2%84%A2%20MAC-10%20%7C%20Sakkaku%20(Field-Tested),176358880
StatTrak%E2%84%A2%20SSG%2008%20%7C%20Memorial%20(Well-Worn),176506292
Sealed%20Graffiti%20%7C%20Cocky%20(Battle%20Green),171089001
Sticker%20%7C%20NEKiZ%20(Holo)%20%7C%20Paris%202023,176372158
Sticker%20%7C%20decenty%20(Glitter)%20%7C%20Shanghai%202024,176475205
AK-47%20%7C%20Rat%20Rod%20(Well-Worn),176096467
AWP%20%7C%20Redline%20(Field-Tested),3440921
Zeus%20x27%20%7C%20Swamp%20DDPAT%20(Well-Worn),176504594
Nova%20%7C%20Plume%20(Field-Tested),176096406
R8%20Revolver%20%7C%20Grip%20(Factory%20New),175966806
Zeus%20x27%20%7C%20Swamp%20DDPAT%20(Well-Worn),176504594
AK-47%20%7C%20Rat%20Rod%20(Well-Worn),176096467
SSG%2008%20%7C%20Fever%20Dream%20(Well-Worn),176118351
FAMAS%20%7C%20Decommissioned%20(Factory%20New),176091896
Sealed%20Graffiti%20%7C%20Loser%20(Monarch%20Blue),171085595
Sticker%20%7C%20m0NESY%20(Glitter)%20%7C%20Shanghai%202024,176475081
Sticker%20%7C%20KSCERATO%20(Glitter)%20%7C%20Antwerp%202022,176312252
Sticker%20%7C%20AMKAL%20ESPORTS%20(Holo)%20%7C%20Copenhagen%202024,176420665
AK-47%20%7C%20Searing%20Rage%20(Minimal%20Wear),176506144
UMP-45%20%7C%20Plastique%20(Field-Tested),176091829
P90%20%7C%20Facility%20Negative%20(Battle-Scarred),176012688
Souvenir%20AUG%20%7C%20Spalted%20Wood%20(Well-Worn),176271547
MAG-7%20%7C%20Core%20Breach%20(Minimal%20Wear),176012465
AK-47%20%7C%20Searing%20Rage%20(Minimal%20Wear),176506144
MP9%20%7C%20Mount%20Fuji%20(Minimal%20Wear),176262619
StatTrak%E2%84%A2%20R8%20Revolver%20%7C%20Crazy%208%20(Field-Tested),176321244
StatTrak%E2%84%A2%20MP7%20%7C%20Just%20Smile%20(Field-Tested),176414077
Dual%20Berettas%20%7C%20Sweet%20Little%20Angels%20(Battle-Scarred),176460821
M4A1-S%20%7C%20Leaded%20Glass%20(Battle-Scarred),175917337
M4A1-S%20%7C%20Leaded%20Glass%20(Battle-Scarred),175917337
StatTrak%E2%84%A2%20MP7%20%7C%20Just%20Smile%20(Field-Tested),176414077
UMP-45%20%7C%20Neo-Noir%20(Well-Worn),176460589
Dual%20Berettas%20%7C%20BorDeux%20(Factory%20New),176504497
Sticker%20%7C%20Ramz1kBO%24%24%20%7C%20Berlin%202019,176079899
Sticker%20%7C%20Green%20Cyclawps,176263027
Sticker%20%7C%20Master%20Guardian%20(Holo),176021006
Music%20Kit%20%7C%20Scarlxrd%3A%20King%2C%20Scar,176101959
Sticker%20%7C%20ISSAA%20%7C%20Berlin%202019,176079680
StatTrak%E2%84%A2%20SG%20553%20%7C%20Heavy%20Metal%20(Minimal%20Wear),176241020
Dual%20Berettas%20%7C%20Royal%20Consorts%20(Minimal%20Wear),175854228
StatTrak%E2%84%A2%20Dual%20Berettas%20%7C%20Shred%20(Well-Worn),176000009
Souvenir%20MAC-10%20%7C%20Indigo%20(Field-Tested),17680869
Sir%20Bloody%20Skullhead%20Darryl%20%7C%20The%20Professionals,176209158
Souvenir%20MAC-10%20%7C%20Calf%20Skin%20(Well-Worn),176006015
StatTrak%E2%84%A2%20SG%20553%20%7C%20Heavy%20Metal%20(Minimal%20Wear),176241020
USP-S%20%7C%20Blueprint%20(Field-Tested),175896281
StatTrak%E2%84%A2%20AWP%20%7C%20Duality%20(Field-Tested),176359769
StatTrak%E2%84%A2%20Dual%20Berettas%20%7C%20Elite%201.6%20(Field-Tested),176091849
Desert%20Eagle%20%7C%20Crimson%20Web%20(Field-Tested),15490359
Sticker%20%7C%20Kylar%20(Glitter)%20%7C%20Copenhagen%202024,176420874
Sticker%20%7C%20Bolt%20Strike%20(Foil),176460518
StatTrak%E2%84%A2%20CZ75-Auto%20%7C%20Distressed%20(Well-Worn),176118334
SCAR-20%20%7C%20Grotto%20(Field-Tested),29205217
Dual%20Berettas%20%7C%20Oil%20Change%20(Field-Tested),176262833
MAC-10%20%7C%20Button%20Masher%20(Battle-Scarred),176241013
StatTrak%E2%84%A2%20Nova%20%7C%20Dark%20Sigil%20(Battle-Scarred),176414073
P250%20%7C%20Cyber%20Shell%20(Minimal%20Wear),176240979
Galil%20AR%20%7C%20Connexion%20(Factory%20New),176185963
Sticker%20%7C%20ropz%20(Glitter%2C%20Champion)%20%7C%20Antwerp%202022,176315227
Sticker%20%7C%20ropz%20(Glitter%2C%20Champion)%20%7C%20Antwerp%202022,176315227
Sticker%20%7C%20Vertigo's%20Hero%20(Holo),176327047
Music%20Kit%20%7C%203kliksphilip%2C%20Heading%20for%20the%20Source,176328051
P90%20%7C%20Off%20World%20(Minimal%20Wear),176042513
M4A1-S%20%7C%20Flashback%20(Factory%20New),175854252
StatTrak%E2%84%A2%20SSG%2008%20%7C%20Abyss%20(Minimal%20Wear),14962956
StatTrak%E2%84%A2%20P90%20%7C%20Traction%20(Battle-Scarred),175999978
AK-47%20%7C%20Cartel%20(Field-Tested),29205276
MP9%20%7C%20Bioleak%20(Well-Worn),149869052
Sealed%20Graffiti%20%7C%20Cocky%20(Jungle%20Green),171089042
PP-Bizon%20%7C%20Night%20Riot%20(Factory%20New),175966764
Copenhagen%202024%20Inferno%20Souvenir%20Package,176421674
Dual%20Berettas%20%7C%20Royal%20Consorts%20(Well-Worn),175854223
StatTrak%E2%84%A2%20MAC-10%20%7C%20Oceanic%20(Battle-Scarred),175917352
P90%20%7C%20Verdant%20Growth%20(Factory%20New),176262901
MAC-10%20%7C%20Monkeyflage%20(Factory%20New),176321269
Sticker%20%7C%20qikert%20(Glitter)%20%7C%20Antwerp%202022,176312436
Sticker%20%7C%20rain%20(Glitter)%20%7C%20Copenhagen%202024,176420632
StatTrak%E2%84%A2%20P90%20%7C%20Module%20(Minimal%20Wear),14216333
StatTrak%E2%84%A2%20SSG%2008%20%7C%20Slashed%20(Field-Tested),8988611
AUG%20%7C%20Syd%20Mead%20(Field-Tested),165027676
StatTrak%E2%84%A2%20UMP-45%20%7C%20Motorized%20(Minimal%20Wear),176414099
StatTrak%E2%84%A2%20USP-S%20%7C%20Flashback%20(Minimal%20Wear),176024890
Glock-18%20%7C%20Shinobu%20(Field-Tested),176506145
StatTrak%E2%84%A2%20P90%20%7C%20Module%20(Minimal%20Wear),14216333
StatTrak%E2%84%A2%20SSG%2008%20%7C%20Slashed%20(Field-Tested),8988611
M4A1-S%20%7C%20Player%20Two%20(Field-Tested),176118368
Sticker%20%7C%20Come%20Here%20Boy,176275962
Sticker%20%7C%20fer%20(Glitter)%20%7C%20Rio%202022,176339805
Sticker%20%7C%20ENCE%20(Holo)%20%7C%20Antwerp%202022,176312382
CZ75-Auto%20%7C%20Framework%20(Minimal%20Wear),176262874
P90%20%7C%20Chopper%20(Minimal%20Wear),156113431
StatTrak%E2%84%A2%20P90%20%7C%20Traction%20(Field-Tested),175999943
P2000%20%7C%20Handgun%20(Minimal%20Wear),49359084
StatTrak%E2%84%A2%20M4A4%20%7C%20Evil%20Daimyo%20(Field-Tested),49359108
StatTrak%E2%84%A2%20SSG%2008%20%7C%20Mainframe%20001%20(Factory%20New),176185995
MP9%20%7C%20Buff%20Blue%20(Factory%20New),176504527
Sticker%20%7C%20Tuurtle%20(Glitter)%20%7C%20Antwerp%202022,176312254
Sticker%20%7C%20Virtus.pro%20(Holo)%20%7C%20Copenhagen%202024,176420639
Sticker%20%7C%20Cedar%20Creek%20(Holo),176413980
StatTrak%E2%84%A2%20Tec-9%20%7C%20Cracked%20Opal%20(Field-Tested),175917324
P250%20%7C%20Wingshot%20(Battle-Scarred),67061002
StatTrak%E2%84%A2%20AWP%20%7C%20Phobos%20(Field-Tested),156113522
P250%20%7C%20See%20Ya%20Later%20(Field-Tested),175917279
Desert%20Eagle%20%7C%20Light%20Rail%20(Factory%20New),176042590
Sticker%20%7C%20Lucky%20(Holo)%20%7C%20Shanghai%202024,176474924
Sealed%20Graffiti%20%7C%208-Ball%20(Blood%20Red),171085368
Sealed%20Graffiti%20%7C%20Bling%20(Blood%20Red),171085615
Sticker%20%7C%20Gold%20Teef%20(Foil),176460514
Glock-18%20%7C%20Grinder%20(Minimal%20Wear),23853236
Zeus%20x27%20%7C%20Tosai%20(Minimal%20Wear),176506203
StatTrak%E2%84%A2%20UMP-45%20%7C%20Riot%20(Field-Tested),49359059
UMP-45%20%7C%20Riot%20(Field-Tested),49359055
Souvenir%20P250%20%7C%20Contamination%20(Field-Tested),17674116
StatTrak%E2%84%A2%20Sawed-Off%20%7C%20Spirit%20Board%20(Battle-Scarred),176288647
MAG-7%20%7C%20Heat%20(Field-Tested),40092027
CZ75-Auto%20%7C%20Pole%20Position%20(Minimal%20Wear),40092020
P250%20%7C%20Ripple%20(Factory%20New),175880286
Tec-9%20%7C%20Blue%20Blast%20(Factory%20New),176504582
Sticker%20%7C%20Evil%20Geniuses%20(Foil)%20%7C%20Stockholm%202021,176269957
Sealed%20Graffiti%20%7C%20Tombstone%20(Jungle%20Green),171088828
Sealed%20Graffiti%20%7C%20QQ%20(Bazooka%20Pink),171089010
Sticker%20%7C%20JUST%20%7C%20Copenhagen%202024,176420835
Sticker%20%7C%20Brollan%20(Glitter)%20%7C%20Antwerp%202022,176312379
AUG%20%7C%20Triqua%20(Factory%20New),175917314
MAG-7%20%7C%20SWAG-7%20(Well-Worn),175966803
Antwerp%202022%20Dust%20II%20Souvenir%20Package,176314380
StatTrak%E2%84%A2%20Sawed-Off%20%7C%20Analog%20Input%20(Minimal%20Wear),176414106
P90%20%7C%20Desert%20Halftone%20(Battle-Scarred),176504793
M4A4%20%7C%20%E9%BE%8D%E7%8E%8B%20(Dragon%20King)%20(Field-Tested),29205275
Souvenir%20SG%20553%20%7C%20Desert%20Blossom%20(Field-Tested),176271246
Sealed%20Graffiti%20%7C%20Sorry%20(Monster%20Purple),171085553
Sticker%20%7C%20frozen%20%7C%20Rio%202022,176339675
StatTrak%E2%84%A2%20Galil%20AR%20%7C%20Sandstorm%20(Field-Tested),3442190
Souvenir%20XM1014%20%7C%20Blue%20Tire%20(Factory%20New),176271242
MAG-7%20%7C%20Copper%20Oxide%20(Factory%20New),176504539
FAMAS%20%7C%20Teardown%20(Battle-Scarred),2385207
P90%20%7C%20Attack%20Vector%20(Field-Tested),176460645
Nova%20%7C%20Exo%20(Minimal%20Wear),156113443
AK-47%20%7C%20Head%20Shot%20(Minimal%20Wear),176358850
FAMAS%20%7C%20Teardown%20(Battle-Scarred),2385207
AK-47%20%7C%20Head%20Shot%20(Minimal%20Wear),176358850
MAG-7%20%7C%20Copper%20Oxide%20(Factory%20New),176504539
Galil%20AR%20%7C%20Robin's%20Egg%20(Factory%20New),176504573
MP5-SD%20%7C%20Agent%20(Field-Tested),176091797
Souvenir%20XM1014%20%7C%20Blue%20Tire%20(Factory%20New),176271242
Sticker%20%7C%20Stone%20Scales%20(Foil),176209317
Sticker%20%7C%20chelo%20%7C%20Rio%202022,176339497
Sticker%20%7C%20KRIMZ%20%7C%20Shanghai%202024,176475256
Dual%20Berettas%20%7C%20Twin%20Turbo%20(Battle-Scarred),176012640
AK-47%20%7C%20Rat%20Rod%20(Battle-Scarred),176096393
MAC-10%20%7C%20Strats%20(Factory%20New),176262947
Dual%20Berettas%20%7C%20Twin%20Turbo%20(Battle-Scarred),176012640
StatTrak%E2%84%A2%20Glock-18%20%7C%20Wraiths%20(Minimal%20Wear),67061012
Negev%20%7C%20Lionfish%20(Minimal%20Wear),175966766
StatTrak%E2%84%A2%20CZ75-Auto%20%7C%20Pole%20Position%20(Field-Tested),40092014
Galil%20AR%20%7C%20Akoben%20(Factory%20New),176042545
Sticker%20%7C%20NRG%20(Holo)%20%7C%20Berlin%202019,176079685
Sticker%20%7C%20rain%20(Glitter%2C%20Champion)%20%7C%20Antwerp%202022,176315226
Sticker%20%7C%20Complexity%20Gaming%20(Holo)%20%7C%20Paris%202023,176371762
AUG%20%7C%20Ricochet%20(Battle-Scarred),84444512
XM1014%20%7C%20Incinegator%20(Field-Tested),176042571
StatTrak%E2%84%A2%20Tec-9%20%7C%20Flash%20Out%20(Field-Tested),176091821
AWP%20%7C%20Mortis%20(Factory%20New),175966822
StatTrak%E2%84%A2%20P250%20%7C%20Cyber%20Shell%20(Field-Tested),176241023
SSG%2008%20%7C%20Necropos%20(Field-Tested),139654783
Souvenir%20Five-SeveN%20%7C%20Coolant%20(Factory%20New),176006311
P2000%20%7C%20Pulse%20(Field-Tested),14212933
Dual%20Berettas%20%7C%20Sweet%20Little%20Angels%20(Minimal%20Wear),176460725
Desert%20Eagle%20%7C%20Mudder%20(Factory%20New),2388404
Sticker%20%7C%20Patsi%20(Glitter)%20%7C%20Rio%202022,176339547
Sticker%20%7C%20b1t%20(Holo)%20%7C%20Stockholm%202021,176274546
Sticker%20%7C%20Zombie%20Hop,175922248
Sticker%20%7C%20SAW%20(Holo)%20%7C%20Copenhagen%202024,176420585
Sticker%20%7C%20ENCE%20(Gold)%20%7C%20Rio%202022,176339715
Sealed%20Graffiti%20%7C%208-Ball%20(SWAT%20Blue),171089061
Souvenir%20Galil%20AR%20%7C%20Cold%20Fusion%20(Field-Tested),176006324
AWP%20%7C%20Sun%20in%20Leo%20(Minimal%20Wear),49419439
SCAR-20%20%7C%20Enforcer%20(Battle-Scarred),176118323
Sawed-Off%20%7C%20Kiss%E2%99%A5Love%20(Well-Worn),176321225
StatTrak%E2%84%A2%20USP-S%20%7C%20Ticket%20to%20Hell%20(Factory%20New),176288587
Desert%20Eagle%20%7C%20Naga%20(Battle-Scarred),29205247
AWP%20%7C%20Sun%20in%20Leo%20(Minimal%20Wear),49419439
R8%20Revolver%20%7C%20Memento%20(Field-Tested),176096404
Sawed-Off%20%7C%20Kiss%E2%99%A5Love%20(Well-Worn),176321225
MAG-7%20%7C%20SWAG-7%20(Battle-Scarred),175966776
SSG%2008%20%7C%20Green%20Ceramic%20(Minimal%20Wear),176504535
MAC-10%20%7C%20Poplar%20Thicket%20(Field-Tested),176504458
StatTrak%E2%84%A2%20R8%20Revolver%20%7C%20Tango%20(Minimal%20Wear),176460715
Sealed%20Graffiti%20%7C%20Piggles%20(Blood%20Red),171085300
Sticker%20%7C%20Apeks%20(Glitter)%20%7C%20Copenhagen%202024,176420490
StatTrak%E2%84%A2%20SG%20553%20%7C%20Aerial%20(Minimal%20Wear),156113496
M4A1-S%20%7C%20VariCamo%20(Well-Worn),2387661
AWP%20%7C%20PAW%20(Well-Worn),175999960
StatTrak%E2%84%A2%20R8%20Revolver%20%7C%20Bone%20Forged%20(Minimal%20Wear),176118383
SCAR-20%20%7C%20Powercore%20(Field-Tested),165027666
Nova%20%7C%20Ranger%20(Field-Tested),49359065
Sticker%20%7C%20felps%20(Glitter)%20%7C%20Shanghai%202024,176475349
Sticker%20%7C%20chelo%20(Glitter)%20%7C%20Antwerp%202022,176312311
MAG-7%20%7C%20Sonar%20(Well-Worn),175854267
StatTrak%E2%84%A2%20SCAR-20%20%7C%20Fragments%20(Well-Worn),176358915
StatTrak%E2%84%A2%20R8%20Revolver%20%7C%20Grip%20(Minimal%20Wear),175966794
Souvenir%20Galil%20AR%20%7C%20Hunting%20Blind%20(Minimal%20Wear),2386430
P250%20%7C%20Red%20Tide%20(Field-Tested),176504393
UMP-45%20%7C%20Oscillator%20(Well-Worn),176240954
MAG-7%20%7C%20Sonar%20(Well-Worn),175854267
AWP%20%7C%20Exoskeleton%20(Battle-Scarred),176209244
StatTrak%E2%84%A2%20AK-47%20%7C%20Slate%20(Field-Tested),176240990
Sticker%20%7C%20Assassin,176099145
Sealed%20Graffiti%20%7C%20Speechless%20(Monster%20Purple),171085698
StatTrak%E2%84%A2%20Five-SeveN%20%7C%20Hybrid%20(Field-Tested),176414092
Glock-18%20%7C%20Green%20Line%20(Field-Tested),176506169
AUG%20%7C%20Steel%20Sentinel%20(Minimal%20Wear),176506290
StatTrak%E2%84%A2%20Dual%20Berettas%20%7C%20Flora%20Carnivora%20(Minimal%20Wear),176321274
UMP-45%20%7C%20Scaffold%20(Field-Tested),175880276
Tec-9%20%7C%20Citric%20Acid%20(Factory%20New),176504436
Sticker%20%7C%20niko%20(Glitter)%20%20%7C%20Paris%202023,176372021
Souvenir%20P250%20%7C%20Facility%20Draft%20(Well-Worn),176006338
P250%20%7C%20Small%20Game%20(Battle-Scarred),176460744
MAG-7%20%7C%20Heaven%20Guard%20(Minimal%20Wear),7177817
P250%20%7C%20Small%20Game%20(Battle-Scarred),176460744
MAG-7%20%7C%20Heaven%20Guard%20(Minimal%20Wear),7177817
Souvenir%20P250%20%7C%20Facility%20Draft%20(Well-Worn),176006338
SG%20553%20%7C%20Danger%20Close%20(Factory%20New),176024843
AK-47%20%7C%20Rat%20Rod%20(Minimal%20Wear),176096494
StatTrak%E2%84%A2%20XM1014%20%7C%20Oxide%20Blaze%20(Minimal%20Wear),175966778
PP-Bizon%20%7C%20Jungle%20Slipstream%20(Factory%20New),175880290
Sticker%20%7C%20Overpass%20Diorama%20(Foil),176327043
MAG-7%20%7C%20Storm%20(Well-Worn),14953190
CZ75-Auto%20%7C%20Polymer%20(Minimal%20Wear),175854241
XM1014%20%7C%20Monster%20Melt%20(Minimal%20Wear),176460761
StatTrak%E2%84%A2%20Galil%20AR%20%7C%20Black%20Sand%20(Field-Tested),175854310
StatTrak%E2%84%A2%20UMP-45%20%7C%20Briefing%20(Battle-Scarred),165031026
SSG%2008%20%7C%20Tiger%20Tear%20(Field-Tested),176504673
PP-Bizon%20%7C%20Photic%20Zone%20(Field-Tested),139654795
StatTrak%E2%84%A2%20SG%20553%20%7C%20Aerial%20(Field-Tested),156113463
Nova%20%7C%20Rising%20Sun%20(Minimal%20Wear),176506258
Sticker%20%7C%20bLitz%20(Glitter)%20%7C%20Rio%202022,176339867
Sticker%20%7C%20v4lde%20%7C%20Berlin%202019,176079835
Chicken%20Capsule,176058881
Sticker%20%7C%20Orange%20Gnar,176262655
Sealed%20Graffiti%20%7C%20Cocky%20(Shark%20White),171085441
Music%20Kit%20%7C%20Tree%20Adams%20and%20Ben%20Bromfield%2C%20M.U.D.D.%20FORCE,176120746
Sticker%20%7C%20Vitality%20(Foil)%20%7C%202020%20RMR,176222768
Sealed%20Graffiti%20%7C%20Take%20Flight%20(Monster%20Purple),171088837
Souvenir%20Nova%20%7C%20Walnut%20(Battle-Scarred),17661990
Glock-18%20%7C%20Water%20Elemental%20(Battle-Scarred),14962988
Five-SeveN%20%7C%20Urban%20Hazard%20(Minimal%20Wear),23853223
P250%20%7C%20Exchanger%20(Battle-Scarred),176012359
StatTrak%E2%84%A2%20CZ75-Auto%20%7C%20Distressed%20(Field-Tested),176118393
Souvenir%20Dual%20Berettas%20%7C%20Briar%20(Factory%20New),17680864
Glock-18%20%7C%20Water%20Elemental%20(Battle-Scarred),14962988
StatTrak%E2%84%A2%20CZ75-Auto%20%7C%20Distressed%20(Field-Tested),176118393
Desert%20Eagle%20%7C%20Directive%20(Minimal%20Wear),165027715
UMP-45%20%7C%20Exposure%20(Minimal%20Wear),175917287
StatTrak%E2%84%A2%20UMP-45%20%7C%20Briefing%20(Minimal%20Wear),165027682
StatTrak%E2%84%A2%20P250%20%7C%20Verdigris%20(Battle-Scarred),176042602
XM1014%20%7C%20CaliCamo%20(Well-Worn),2388980
StatTrak%E2%84%A2%20Dual%20Berettas%20%7C%20Dualing%20Dragons%20(Field-Tested),67060970
StatTrak%E2%84%A2%20Galil%20AR%20%7C%20Connexion%20(Minimal%20Wear),176185985
StatTrak%E2%84%A2%20Dual%20Berettas%20%7C%20Dualing%20Dragons%20(Field-Tested),67060970
Sticker%20%7C%20Pocket%20BBQ,14216331
Nova%20%7C%20Koi%20(Factory%20New),14962908
Glock-18%20%7C%20Ocean%20Topo%20(Minimal%20Wear),176504457
StatTrak%E2%84%A2%20Dual%20Berettas%20%7C%20Hideout%20(Factory%20New),176414133
P250%20%7C%20Valence%20(Factory%20New),40092032
StatTrak%E2%84%A2%20MAC-10%20%7C%20Oceanic%20(Minimal%20Wear),175917335
XM1014%20%7C%20Ziggy%20(Minimal%20Wear),175917264
StatTrak%E2%84%A2%20SCAR-20%20%7C%20Fragments%20(Factory%20New),176358912
Bloody%20Darryl%20The%20Strapped%20%7C%20The%20Professionals,176262928
Glock-18%20%7C%20Ocean%20Topo%20(Minimal%20Wear),176504457
Glock-18%20%7C%20Blue%20Fissure%20(Minimal%20Wear),6821036
XM1014%20%7C%20Ziggy%20(Minimal%20Wear),175917264
Sticker%20%7C%20Virtus.pro%20(Glitter)%20%7C%20Shanghai%202024,176474983
StatTrak%E2%84%A2%20XM1014%20%7C%20Oxide%20Blaze%20(Battle-Scarred),175966904
Negev%20%7C%20Dazzle%20(Well-Worn),165027712
Sergeant%20Bombson%20%7C%20SWAT,176209270
Bio-Haz%20Specialist%20%7C%20SWAT,176209464
Souvenir%20Five-SeveN%20%7C%20Coolant%20(Well-Worn),176006353
StatTrak%E2%84%A2%20R8%20Revolver%20%7C%20Crimson%20Web%20(Battle-Scarred),84444541
StatTrak%E2%84%A2%20P2000%20%7C%20Acid%20Etched%20(Field-Tested),176118372
StatTrak%E2%84%A2%20Tec-9%20%7C%20Slag%20(Minimal%20Wear),176414097
Sergeant%20Bombson%20%7C%20SWAT,176209270
StatTrak%E2%84%A2%20SSG%2008%20%7C%20Rapid%20Transit%20(Field-Tested),176460584
StatTrak%E2%84%A2%20AK-47%20%7C%20Uncharted%20(Factory%20New),176042599
Souvenir%20Five-SeveN%20%7C%20Coolant%20(Well-Worn),176006353
Negev%20%7C%20Dazzle%20(Well-Worn),165027712
SCAR-20%20%7C%20Trail%20Blazer%20(Well-Worn),176460935
Sealed%20Graffiti%20%7C%20Ninja%20(Monster%20Purple),171085435
SSG%2008%20%7C%20Jungle%20Dashed%20(Field-Tested),176209261
SSG%2008%20%7C%20Jungle%20Dashed%20(Field-Tested),176209261
StatTrak%E2%84%A2%20UMP-45%20%7C%20Corporal%20(Field-Tested),7178653
StatTrak%E2%84%A2%20SG%20553%20%7C%20Ol'%20Rusty%20(Well-Worn),176186185
MAG-7%20%7C%20Popdog%20(Battle-Scarred),176091831
StatTrak%E2%84%A2%20Galil%20AR%20%7C%20Destroyer%20(Factory%20New),176321216
AK-47%20%7C%20The%20Empress%20(Field-Tested),175917356
FAMAS%20%7C%20Roll%20Cage%20(Battle-Scarred),165031030
Sticker%20%7C%20gxx-%20(Glitter)%20%7C%20Antwerp%202022,176312437
Sticker%20%7C%20chelo%20(Glitter)%20%7C%20Copenhagen%202024,176420736
Sticker%20%7C%20Tyloo%20(Holo)%20%7C%20Berlin%202019,176079781
Sawed-Off%20%7C%20Limelight%20(Field-Tested),156113477
Souvenir%20Sawed-Off%20%7C%20Brake%20Light%20(Factory%20New),176005963
XM1014%20%7C%20Slipstream%20(Well-Worn),165027698
StatTrak%E2%84%A2%20SG%20553%20%7C%20Cyberforce%20(Factory%20New),176358928
Sawed-Off%20%7C%20Limelight%20(Minimal%20Wear),156113504
Five-SeveN%20%7C%20Heat%20Treated%20(Battle-Scarred),176460623
Copenhagen%202024%20Nuke%20Souvenir%20Package,176421555
StatTrak%E2%84%A2%20P2000%20%7C%20Pulse%20(Field-Tested),14216313
Sticker%20%7C%20FaZe%20Clan%20(Holo)%20%7C%20Paris%202023,176371721
Sticker%20%7C%20dgt%20(Glitter)%20%7C%20Rio%202022,176339794
Negev%20%7C%20Man-o'-war%20(Field-Tested),40091994
P2000%20%7C%20Marsh%20(Minimal%20Wear),176504499
Souvenir%20SG%20553%20%7C%20Desert%20Blossom%20(Factory%20New),176271219
Dual%20Berettas%20%7C%20Cartel%20(Field-Tested),139654787
P90%20%7C%20Randy%20Rush%20(Battle-Scarred),176460804
Sealed%20Graffiti%20%7C%20Lambda%20(Monster%20Purple),171089096
Sticker%20%7C%20Loving%20Eyes%20(Holo),176413990
AWP%20%7C%20Capillary%20(Factory%20New),176118314
StatTrak%E2%84%A2%20M4A4%20%7C%20Etch%20Lord%20(Minimal%20Wear),176414121
FAMAS%20%7C%20Valence%20(Minimal%20Wear),139654818
Sticker%20%7C%20Legendary%20Eagle%20Master,176020993
Sealed%20Graffiti%20%7C%20Noscope%20(Blood%20Red),171089021
StatTrak%E2%84%A2%20UMP-45%20%7C%20Oscillator%20(Minimal%20Wear),176240930
Souvenir%20MAC-10%20%7C%20Strats%20(Factory%20New),176271182
Souvenir%20SSG%2008%20%7C%20Azure%20Glyph%20(Well-Worn),176372848
StatTrak%E2%84%A2%20Five-SeveN%20%7C%20Scumbria%20(Well-Worn),165027711
AWP%20%7C%20Sun%20in%20Leo%20(Factory%20New),49419469
Sealed%20Graffiti%20%7C%20King%20Me%20(Desert%20Amber),171088833
Sticker%20%7C%20Vitality%20%7C%20Berlin%202019,176080007
StatTrak%E2%84%A2%20Dual%20Berettas%20%7C%20Hideout%20(Battle-Scarred),176414042
StatTrak%E2%84%A2%20Nova%20%7C%20Wild%20Six%20(Field-Tested),175966890
G3SG1%20%7C%20Ventilator%20(Factory%20New),165027669
AK-47%20%7C%20Wintergreen%20(Field-Tested),176504522
StatTrak%E2%84%A2%20Dual%20Berettas%20%7C%20Hideout%20(Battle-Scarred),176414042
Sealed%20Graffiti%20%7C%20Eat%20It%20(Monster%20Purple),171088940
PP-Bizon%20%7C%20Night%20Riot%20(Well-Worn),175966838
PP-Bizon%20%7C%20Jungle%20Slipstream%20(Field-Tested),175880282
SSG%2008%20%7C%20Grey%20Smoke%20(Battle-Scarred),176504680
Sticker%20%7C%20chopper%20(Glitter)%20%7C%20Rio%202022,176339502
Dual%20Berettas%20%7C%20Heist%20(Minimal%20Wear),176209352
PP-Bizon%20%7C%20Jungle%20Slipstream%20(Field-Tested),175880282
Antwerp%202022%20Mirage%20Souvenir%20Package,176314382
Glock-18%20%7C%20Vogue%20(Factory%20New),176186004
Nova%20%7C%20Army%20Sheen%20(Minimal%20Wear),176209280
SSG%2008%20%7C%20Grey%20Smoke%20(Battle-Scarred),176504680
MP9%20%7C%20Ruby%20Poison%20Dart%20(Factory%20New),49359070
Dual%20Berettas%20%7C%20Heist%20(Minimal%20Wear),176209352
Sticker%20%7C%20chopper%20(Glitter)%20%7C%20Rio%202022,176339502
Sticker%20%7C%20Kjaerbye%20%7C%20Berlin%202019,176079869
Sealed%20Graffiti%20%7C%20Loser%20(Princess%20Pink),171088885
MAC-10%20%7C%20Classic%20Crate%20(Battle-Scarred),176091798
StatTrak%E2%84%A2%20Galil%20AR%20%7C%20Akoben%20(Field-Tested),176042565
Tec-9%20%7C%20Rebel%20(Factory%20New),176358827
Chem-Haz%20Capitaine%20%7C%20Gendarmerie%20Nationale,176262965
Nova%20%7C%20Ranger%20(Battle-Scarred),49359045
Five-SeveN%20%7C%20Urban%20Hazard%20(Factory%20New),23853225
StatTrak%E2%84%A2%20Glock-18%20%7C%20Weasel%20(Field-Tested),165031011
